LOCID,LOCDISPLAYID,LOCNAME,LOCTYPE,ISIBG,ISGST,PRODUCTNAME,AMOUNT,FLAG,TYPE,ISHQ
189,004101,7-Eleven Store Changi Road,2,True,False,PaynowQR,0.0,CAS,TF,False
189,004101,7-Eleven Store Changi Road,2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
190,006808,7-Eleven Store Choa Chu Kang Drive,2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
190,006808,7-Eleven Store Choa Chu Kang Drive,2,True,False,NETS,0.0,CAS,CL,False
190,006808,7-Eleven Store Choa Chu Kang Drive,2,True,False,Paynow,0.0,CAS,TF,False
190,006808,7-Eleven Store Choa Chu Kang Drive,2,True,False,Paynow [+trans fee],0.0,CAS,CL,False
190,006808,7-Eleven Store Choa Chu Kang Drive,2,True,False,PaynowQR,0.0,CAS,TF,False
190,006808,7-Eleven Store Choa Chu Kang Drive,2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
191,000407,7-Eleven Store Circular Rd,2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
191,000407,7-Eleven Store Circular Rd,2,True,False,NETS,0.0,CAS,CL,False
191,000407,7-Eleven Store Circular Rd,2,True,False,Paynow,0.0,CAS,TF,False
191,000407,7-Eleven Store Circular Rd,2,True,False,Paynow [+trans fee],0.0,CAS,CL,False
191,000407,7-Eleven Store Circular Rd,2,True,False,PaynowQR,0.0,CAS,TF,False
191,000407,7-Eleven Store Circular Rd,2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
192,001216,7-Eleven Store Clementi Street 11,2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
192,001216,7-Eleven Store Clementi Street 11,2,True,False,NETS,0.0,CAS,CL,False
192,001216,7-Eleven Store Clementi Street 11,2,True,False,Paynow,0.0,CAS,TF,False
192,001216,7-Eleven Store Clementi Street 11,2,True,False,Paynow [+trans fee],0.0,CAS,CL,False
192,001216,7-Eleven Store Clementi Street 11,2,True,False,PaynowQR,0.0,CAS,TF,False
192,001216,7-Eleven Store Clementi Street 11,2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
193,000604,7-Eleven Store Erskine Rd,2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
193,000604,7-Eleven Store Erskine Rd,2,True,False,NETS,0.0,CAS,CL,False
193,000604,7-Eleven Store Erskine Rd,2,True,False,Paynow,0.0,CAS,TF,False
193,000604,7-Eleven Store Erskine Rd,2,True,False,Paynow [+trans fee],0.0,CAS,CL,False
193,000604,7-Eleven Store Erskine Rd,2,True,False,PaynowQR,0.0,CAS,TF,False
193,000604,7-Eleven Store Erskine Rd,2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
194,004002,7-Eleven Store Eunos Crescent,2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
194,004002,7-Eleven Store Eunos Crescent,2,True,False,NETS,0.0,CAS,CL,False
194,004002,7-Eleven Store Eunos Crescent,2,True,False,Paynow,0.0,CAS,TF,False
194,004002,7-Eleven Store Eunos Crescent,2,True,False,Paynow [+trans fee],0.0,CAS,CL,False
194,004002,7-Eleven Store Eunos Crescent,2,True,False,PaynowQR,0.0,CAS,TF,False
194,004002,7-Eleven Store Eunos Crescent,2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
195,002016,7-Eleven Store Foch Road,2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
195,002016,7-Eleven Store Foch Road,2,True,False,NETS,0.0,CAS,CL,False
195,002016,7-Eleven Store Foch Road,2,True,False,Paynow,0.0,CAS,TF,False
195,002016,7-Eleven Store Foch Road,2,True,False,Paynow [+trans fee],0.0,CAS,CL,False
195,002016,7-Eleven Store Foch Road,2,True,False,PaynowQR,0.0,CAS,TF,False
195,002016,7-Eleven Store Foch Road,2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
196,005704,7-Eleven Store Jalan Leban,2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
196,005704,7-Eleven Store Jalan Leban,2,True,False,NETS,0.0,CAS,CL,False
196,005704,7-Eleven Store Jalan Leban,2,True,False,Paynow,0.0,CAS,TF,False
196,005704,7-Eleven Store Jalan Leban,2,True,False,Paynow [+trans fee],0.0,CAS,CL,False
196,005704,7-Eleven Store Jalan Leban,2,True,False,PaynowQR,0.0,CAS,TF,False
196,005704,7-Eleven Store Jalan Leban,2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
197,001618,7-Eleven Store Kim Tian,2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
197,001618,7-Eleven Store Kim Tian,2,True,False,NETS,0.0,CAS,CL,False
197,001618,7-Eleven Store Kim Tian,2,True,False,Paynow,0.0,CAS,TF,False
197,001618,7-Eleven Store Kim Tian,2,True,False,Paynow [+trans fee],0.0,CAS,CL,False
197,001618,7-Eleven Store Kim Tian,2,True,False,PaynowQR,0.0,CAS,TF,False
197,001618,7-Eleven Store Kim Tian,2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
198,000605,7-Eleven Store McCallum Street,2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
198,000605,7-Eleven Store McCallum Street,2,True,False,NETS,0.0,CAS,CL,False
198,000605,7-Eleven Store McCallum Street,2,True,False,Paynow,0.0,CAS,TF,False
198,000605,7-Eleven Store McCallum Street,2,True,False,Paynow [+trans fee],0.0,CAS,CL,False
198,000605,7-Eleven Store McCallum Street,2,True,False,PaynowQR,0.0,CAS,TF,False
198,000605,7-Eleven Store McCallum Street,2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
199,002106,7-Eleven Store Owen Road,2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
199,002106,7-Eleven Store Owen Road,2,True,False,NETS,0.0,CAS,CL,False
199,002106,7-Eleven Store Owen Road,2,True,False,Paynow,0.0,CAS,TF,False
199,002106,7-Eleven Store Owen Road,2,True,False,Paynow [+trans fee],0.0,CAS,CL,False
199,002106,7-Eleven Store Owen Road,2,True,False,PaynowQR,0.0,CAS,TF,False
199,002106,7-Eleven Store Owen Road,2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
200,002312,7-Eleven Store Plaza Singapura,2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
200,002312,7-Eleven Store Plaza Singapura,2,True,False,NETS,0.0,CAS,CL,False
200,002312,7-Eleven Store Plaza Singapura,2,True,False,Paynow,0.0,CAS,TF,False
200,002312,7-Eleven Store Plaza Singapura,2,True,False,Paynow [+trans fee],0.0,CAS,CL,False
200,002312,7-Eleven Store Plaza Singapura,2,True,False,PaynowQR,0.0,CAS,TF,False
200,002312,7-Eleven Store Plaza Singapura,2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
201,005703,7-Eleven Store Sin Ming,2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
201,005703,7-Eleven Store Sin Ming,2,True,False,NETS,0.0,CAS,CL,False
201,005703,7-Eleven Store Sin Ming,2,True,False,Paynow,0.0,CAS,TF,False
201,005703,7-Eleven Store Sin Ming,2,True,False,Paynow [+trans fee],0.0,CAS,CL,False
201,005703,7-Eleven Store Sin Ming,2,True,False,PaynowQR,0.0,CAS,TF,False
201,005703,7-Eleven Store Sin Ming,2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
202,003403,7-Eleven Tai Thong Crescent,2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
202,003403,7-Eleven Tai Thong Crescent,2,True,False,NETS,0.0,CAS,CL,False
202,003403,7-Eleven Tai Thong Crescent,2,True,False,Paynow,0.0,CAS,TF,False
202,003403,7-Eleven Tai Thong Crescent,2,True,False,Paynow [+trans fee],0.0,CAS,CL,False
202,003403,7-Eleven Tai Thong Crescent,2,True,False,PaynowQR,0.0,CAS,TF,False
202,003403,7-Eleven Tai Thong Crescent,2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
203,007801,7-Eleven Store Upper Thomson,2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
203,007801,7-Eleven Store Upper Thomson,2,True,False,NETS,0.0,CAS,CL,False
203,007801,7-Eleven Store Upper Thomson,2,True,False,Paynow,0.0,CAS,TF,False
203,007801,7-Eleven Store Upper Thomson,2,True,False,Paynow [+trans fee],0.0,CAS,CL,False
203,007801,7-Eleven Store Upper Thomson,2,True,False,PaynowQR,0.0,CAS,TF,False
203,007801,7-Eleven Store Upper Thomson,2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
204,007601,7-Eleven Store Yishun Ave 5,2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
204,007601,7-Eleven Store Yishun Ave 5,2,True,False,NETS,0.0,CAS,CL,False
204,007601,7-Eleven Store Yishun Ave 5,2,True,False,Paynow,0.0,CAS,TF,False
204,007601,7-Eleven Store Yishun Ave 5,2,True,False,Paynow [+trans fee],0.0,CAS,CL,False
204,007601,7-Eleven Store Yishun Ave 5,2,True,False,PaynowQR,0.0,CAS,TF,False
204,007601,7-Eleven Store Yishun Ave 5,2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
205,004610,Prime Chai Chee,2,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
205,004610,Prime Chai Chee,2,False,False,NETS,0.0,CAS,CL,False
205,004610,Prime Chai Chee,2,False,False,Paynow,0.0,CAS,TF,False
205,004610,Prime Chai Chee,2,False,False,Paynow [+trans fee],0.0,CAS,CL,False
205,004610,Prime Chai Chee,2,False,False,PaynowQR,0.0,CAS,TF,False
205,004610,Prime Chai Chee,2,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
206,005403,Prime Compassvale Street,2,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
206,005403,Prime Compassvale Street,2,False,False,NETS,0.0,CAS,CL,False
206,005403,Prime Compassvale Street,2,False,False,Paynow,0.0,CAS,TF,False
206,005403,Prime Compassvale Street,2,False,False,Paynow [+trans fee],0.0,CAS,CL,False
206,005403,Prime Compassvale Street,2,False,False,PaynowQR,0.0,CAS,TF,False
206,005403,Prime Compassvale Street,2,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
207,005314,Prime Hougang,2,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
207,005314,Prime Hougang,2,False,False,NETS,0.0,CAS,CL,False
207,005314,Prime Hougang,2,False,False,Paynow,0.0,CAS,TF,False
207,005314,Prime Hougang,2,False,False,Paynow [+trans fee],0.0,CAS,CL,False
207,005314,Prime Hougang,2,False,False,PaynowQR,0.0,CAS,TF,False
207,005314,Prime Hougang,2,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
208,006809,Prime Keat Hong Shopping Centre,2,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
208,006809,Prime Keat Hong Shopping Centre,2,False,False,NETS,0.0,CAS,CL,False
208,006809,Prime Keat Hong Shopping Centre,2,False,False,Paynow,0.0,CAS,TF,False
208,006809,Prime Keat Hong Shopping Centre,2,False,False,Paynow [+trans fee],0.0,CAS,CL,False
208,006809,Prime Keat Hong Shopping Centre,2,False,False,PaynowQR,0.0,CAS,TF,False
208,006809,Prime Keat Hong Shopping Centre,2,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
209,005217,Prime Mahota Century Square,2,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
209,005217,Prime Mahota Century Square,2,False,False,NETS,0.0,CAS,CL,False
209,005217,Prime Mahota Century Square,2,False,False,Paynow,0.0,CAS,TF,False
209,005217,Prime Mahota Century Square,2,False,False,Paynow [+trans fee],0.0,CAS,CL,False
209,005217,Prime Mahota Century Square,2,False,False,PaynowQR,0.0,CAS,TF,False
209,005217,Prime Mahota Century Square,2,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
210,008201,Prime Punggol Field,2,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
210,008201,Prime Punggol Field,2,False,False,NETS,0.0,CAS,CL,False
210,008201,Prime Punggol Field,2,False,False,Paynow,0.0,CAS,TF,False
210,008201,Prime Punggol Field,2,False,False,Paynow [+trans fee],0.0,CAS,CL,False
210,008201,Prime Punggol Field,2,False,False,PaynowQR,0.0,CAS,TF,False
210,008201,Prime Punggol Field,2,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
211,005509,Prime Serangoon North,2,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
211,005509,Prime Serangoon North,2,False,False,NETS,0.0,CAS,CL,False
211,005509,Prime Serangoon North,2,False,False,Paynow,0.0,CAS,TF,False
211,005509,Prime Serangoon North,2,False,False,Paynow [+trans fee],0.0,CAS,CL,False
211,005509,Prime Serangoon North,2,False,False,PaynowQR,0.0,CAS,TF,False
211,005509,Prime Serangoon North,2,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
212,007310,Prime Woodlands,2,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
212,007310,Prime Woodlands,2,False,False,NETS,0.0,CAS,CL,False
212,007310,Prime Woodlands,2,False,False,Paynow,0.0,CAS,TF,False
212,007310,Prime Woodlands,2,False,False,Paynow [+trans fee],0.0,CAS,CL,False
212,007310,Prime Woodlands,2,False,False,PaynowQR,0.0,CAS,TF,False
212,007310,Prime Woodlands,2,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
214,008205,Li Li Cheng Punggol,2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
214,008205,Li Li Cheng Punggol,2,True,False,NETS,0.0,CAS,CL,False
214,008205,Li Li Cheng Punggol,2,True,False,Paynow,0.0,CAS,TF,False
214,008205,Li Li Cheng Punggol,2,True,False,Paynow [+trans fee],0.0,CAS,CL,False
214,008205,Li Li Cheng Punggol,2,True,False,PaynowQR,0.0,CAS,TF,False
214,008205,Li Li Cheng Punggol,2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
215,008206,U Stars Supermarket Sumang Walk,2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
215,008206,U Stars Supermarket Sumang Walk,2,True,False,NETS,0.0,CAS,CL,False
215,008206,U Stars Supermarket Sumang Walk,2,True,False,Paynow,0.0,CAS,TF,False
215,008206,U Stars Supermarket Sumang Walk,2,True,False,Paynow [+trans fee],0.0,CAS,CL,False
215,008206,U Stars Supermarket Sumang Walk,2,True,False,PaynowQR,0.0,CAS,TF,False
215,008206,U Stars Supermarket Sumang Walk,2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
216,000404,Tay Sui Lan Agency,2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
216,000404,Tay Sui Lan Agency,2,True,False,NETS,0.0,CAS,CL,False
216,000404,Tay Sui Lan Agency,2,True,False,Paynow,0.0,CAS,TF,False
216,000404,Tay Sui Lan Agency,2,True,False,Paynow [+trans fee],0.0,CAS,CL,False
216,000404,Tay Sui Lan Agency,2,True,False,PaynowQR,0.0,CAS,TF,False
216,000404,Tay Sui Lan Agency,2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
217,000406,Pinthely Floral Centre,2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
217,000406,Pinthely Floral Centre,2,True,False,NETS,0.0,CAS,CL,False
217,000406,Pinthely Floral Centre,2,True,False,Paynow,0.0,CAS,TF,False
217,000406,Pinthely Floral Centre,2,True,False,Paynow [+trans fee],0.0,CAS,CL,False
217,000406,Pinthely Floral Centre,2,True,False,PaynowQR,0.0,CAS,TF,False
217,000406,Pinthely Floral Centre,2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
218,000516,Vitatron & Medical Company,2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
218,000516,Vitatron & Medical Company,2,True,False,NETS,0.0,CAS,CL,False
218,000516,Vitatron & Medical Company,2,True,False,Paynow,0.0,CAS,TF,False
218,000516,Vitatron & Medical Company,2,True,False,Paynow [+trans fee],0.0,CAS,CL,False
218,000516,Vitatron & Medical Company,2,True,False,PaynowQR,0.0,CAS,TF,False
218,000516,Vitatron & Medical Company,2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
219,000517,Overseas Emporium (Pte) Ltd,2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
219,000517,Overseas Emporium (Pte) Ltd,2,True,False,NETS,0.0,CAS,CL,False
219,000517,Overseas Emporium (Pte) Ltd,2,True,False,Paynow,0.0,CAS,TF,False
219,000517,Overseas Emporium (Pte) Ltd,2,True,False,Paynow [+trans fee],0.0,CAS,CL,False
219,000517,Overseas Emporium (Pte) Ltd,2,True,False,PaynowQR,0.0,CAS,TF,False
219,000517,Overseas Emporium (Pte) Ltd,2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
220,000905,Lucky Hill,2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
220,000905,Lucky Hill,2,True,False,NETS,0.0,CAS,CL,False
220,000905,Lucky Hill,2,True,False,Paynow,0.0,CAS,TF,False
220,000905,Lucky Hill,2,True,False,Paynow [+trans fee],0.0,CAS,CL,False
220,000905,Lucky Hill,2,True,False,PaynowQR,0.0,CAS,TF,False
220,000905,Lucky Hill,2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
221,001303,Chuan Hao Departmental Store,2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
221,001303,Chuan Hao Departmental Store,2,True,False,NETS,0.0,CAS,CL,False
221,001303,Chuan Hao Departmental Store,2,True,False,Paynow,0.0,CAS,TF,False
221,001303,Chuan Hao Departmental Store,2,True,False,Paynow [+trans fee],0.0,CAS,CL,False
221,001303,Chuan Hao Departmental Store,2,True,False,PaynowQR,0.0,CAS,TF,False
221,001303,Chuan Hao Departmental Store,2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
222,001415,Chua Yan Kee,2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
222,001415,Chua Yan Kee,2,True,False,NETS,0.0,CAS,CL,False
222,001415,Chua Yan Kee,2,True,False,Paynow,0.0,CAS,TF,False
222,001415,Chua Yan Kee,2,True,False,Paynow [+trans fee],0.0,CAS,CL,False
222,001415,Chua Yan Kee,2,True,False,PaynowQR,0.0,CAS,TF,False
222,001415,Chua Yan Kee,2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
224,001513,Seah Koon Huat,2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
224,001513,Seah Koon Huat,2,True,False,NETS,0.0,CAS,CL,False
224,001513,Seah Koon Huat,2,True,False,Paynow,0.0,CAS,TF,False
224,001513,Seah Koon Huat,2,True,False,Paynow [+trans fee],0.0,CAS,CL,False
224,001513,Seah Koon Huat,2,True,False,PaynowQR,0.0,CAS,TF,False
224,001513,Seah Koon Huat,2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
225,001514,Lee Ah Lan Trading,2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
225,001514,Lee Ah Lan Trading,2,True,False,NETS,0.0,CAS,CL,False
225,001514,Lee Ah Lan Trading,2,True,False,Paynow,0.0,CAS,TF,False
225,001514,Lee Ah Lan Trading,2,True,False,Paynow [+trans fee],0.0,CAS,CL,False
225,001514,Lee Ah Lan Trading,2,True,False,PaynowQR,0.0,CAS,TF,False
225,001514,Lee Ah Lan Trading,2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
226,001612,Ong Eng Siang Trading,2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
226,001612,Ong Eng Siang Trading,2,True,False,NETS,0.0,CAS,CL,False
226,001612,Ong Eng Siang Trading,2,True,False,Paynow,0.0,CAS,TF,False
226,001612,Ong Eng Siang Trading,2,True,False,Paynow [+trans fee],0.0,CAS,CL,False
226,001612,Ong Eng Siang Trading,2,True,False,PaynowQR,0.0,CAS,TF,False
226,001612,Ong Eng Siang Trading,2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
227,001613,Papillon Florist Pte Ltd,2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
227,001613,Papillon Florist Pte Ltd,2,True,False,NETS,0.0,CAS,CL,False
227,001613,Papillon Florist Pte Ltd,2,True,False,Paynow,0.0,CAS,TF,False
227,001613,Papillon Florist Pte Ltd,2,True,False,Paynow [+trans fee],0.0,CAS,CL,False
227,001613,Papillon Florist Pte Ltd,2,True,False,PaynowQR,0.0,CAS,TF,False
227,001613,Papillon Florist Pte Ltd,2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
228,001620,Seah Koon Huat Boon Tiong Road,2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
228,001620,Seah Koon Huat Boon Tiong Road,2,True,False,NETS,0.0,CAS,CL,False
228,001620,Seah Koon Huat Boon Tiong Road,2,True,False,Paynow,0.0,CAS,TF,False
228,001620,Seah Koon Huat Boon Tiong Road,2,True,False,Paynow [+trans fee],0.0,CAS,CL,False
228,001620,Seah Koon Huat Boon Tiong Road,2,True,False,PaynowQR,0.0,CAS,TF,False
228,001620,Seah Koon Huat Boon Tiong Road,2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
229,001703,Precise Optics,2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
229,001703,Precise Optics,2,True,False,NETS,0.0,CAS,CL,False
229,001703,Precise Optics,2,True,False,Paynow,0.0,CAS,TF,False
229,001703,Precise Optics,2,True,False,Paynow [+trans fee],0.0,CAS,CL,False
229,001703,Precise Optics,2,True,False,PaynowQR,0.0,CAS,TF,False
229,001703,Precise Optics,2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
230,001810,Wong Teck Chow Enterprise (Pte) Ltd,2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
230,001810,Wong Teck Chow Enterprise (Pte) Ltd,2,True,False,NETS,0.0,CAS,CL,False
230,001810,Wong Teck Chow Enterprise (Pte) Ltd,2,True,False,Paynow,0.0,CAS,TF,False
230,001810,Wong Teck Chow Enterprise (Pte) Ltd,2,True,False,Paynow [+trans fee],0.0,CAS,CL,False
230,001810,Wong Teck Chow Enterprise (Pte) Ltd,2,True,False,PaynowQR,0.0,CAS,TF,False
230,001810,Wong Teck Chow Enterprise (Pte) Ltd,2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
231,001811,Delisia Agency Pte Ltd,2,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
231,001811,Delisia Agency Pte Ltd,2,False,False,NETS,0.0,CAS,CL,False
231,001811,Delisia Agency Pte Ltd,2,False,False,Paynow,0.0,CAS,TF,False
231,001811,Delisia Agency Pte Ltd,2,False,False,Paynow [+trans fee],0.0,CAS,CL,False
231,001811,Delisia Agency Pte Ltd,2,False,False,PaynowQR,0.0,CAS,TF,False
231,001811,Delisia Agency Pte Ltd,2,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
232,001912,Kwek Lee Eng Agency,2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
232,001912,Kwek Lee Eng Agency,2,True,False,NETS,0.0,CAS,CL,False
232,001912,Kwek Lee Eng Agency,2,True,False,Paynow,0.0,CAS,TF,False
232,001912,Kwek Lee Eng Agency,2,True,False,Paynow [+trans fee],0.0,CAS,CL,False
232,001912,Kwek Lee Eng Agency,2,True,False,PaynowQR,0.0,CAS,TF,False
232,001912,Kwek Lee Eng Agency,2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
233,002012,Hin Teck Leong Trading Company,2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
233,002012,Hin Teck Leong Trading Company,2,True,False,NETS,0.0,CAS,CL,False
233,002012,Hin Teck Leong Trading Company,2,True,False,Paynow,0.0,CAS,TF,False
233,002012,Hin Teck Leong Trading Company,2,True,False,Paynow [+trans fee],0.0,CAS,CL,False
233,002012,Hin Teck Leong Trading Company,2,True,False,PaynowQR,0.0,CAS,TF,False
233,002012,Hin Teck Leong Trading Company,2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
234,002105,Rangoon Provision Shop,2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
234,002105,Rangoon Provision Shop,2,True,False,NETS,0.0,CAS,CL,False
234,002105,Rangoon Provision Shop,2,True,False,Paynow,0.0,CAS,TF,False
234,002105,Rangoon Provision Shop,2,True,False,Paynow [+trans fee],0.0,CAS,CL,False
234,002105,Rangoon Provision Shop,2,True,False,PaynowQR,0.0,CAS,TF,False
234,002105,Rangoon Provision Shop,2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
235,002309,Uni-Foto Pte Ltd,2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
235,002309,Uni-Foto Pte Ltd,2,True,False,NETS,0.0,CAS,CL,False
235,002309,Uni-Foto Pte Ltd,2,True,False,Paynow,0.0,CAS,TF,False
235,002309,Uni-Foto Pte Ltd,2,True,False,Paynow [+trans fee],0.0,CAS,CL,False
235,002309,Uni-Foto Pte Ltd,2,True,False,PaynowQR,0.0,CAS,TF,False
235,002309,Uni-Foto Pte Ltd,2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
236,002401,Tay Ah Tho Trading,2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
236,002401,Tay Ah Tho Trading,2,True,False,NETS,0.0,CAS,CL,False
236,002401,Tay Ah Tho Trading,2,True,False,Paynow,0.0,CAS,TF,False
236,002401,Tay Ah Tho Trading,2,True,False,Paynow [+trans fee],0.0,CAS,CL,False
236,002401,Tay Ah Tho Trading,2,True,False,PaynowQR,0.0,CAS,TF,False
236,002401,Tay Ah Tho Trading,2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
238,003104,A P Mini Mart,2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
238,003104,A P Mini Mart,2,True,False,NETS,0.0,CAS,CL,False
238,003104,A P Mini Mart,2,True,False,Paynow,0.0,CAS,TF,False
238,003104,A P Mini Mart,2,True,False,Paynow [+trans fee],0.0,CAS,CL,False
238,003104,A P Mini Mart,2,True,False,PaynowQR,0.0,CAS,TF,False
238,003104,A P Mini Mart,2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
239,003105,Evercool Engineering,2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
239,003105,Evercool Engineering,2,True,False,NETS,0.0,CAS,CL,False
239,003105,Evercool Engineering,2,True,False,Paynow,0.0,CAS,TF,False
239,003105,Evercool Engineering,2,True,False,Paynow [+trans fee],0.0,CAS,CL,False
239,003105,Evercool Engineering,2,True,False,PaynowQR,0.0,CAS,TF,False
239,003105,Evercool Engineering,2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
240,003205,Hin Teck Leong Trading Company - Whampoa,2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
240,003205,Hin Teck Leong Trading Company - Whampoa,2,True,False,NETS,0.0,CAS,CL,False
240,003205,Hin Teck Leong Trading Company - Whampoa,2,True,False,Paynow,0.0,CAS,TF,False
240,003205,Hin Teck Leong Trading Company - Whampoa,2,True,False,Paynow [+trans fee],0.0,CAS,CL,False
240,003205,Hin Teck Leong Trading Company - Whampoa,2,True,False,PaynowQR,0.0,CAS,TF,False
240,003205,Hin Teck Leong Trading Company - Whampoa,2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
241,003302,Teo Khar Bee Agency,2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
241,003302,Teo Khar Bee Agency,2,True,False,NETS,0.0,CAS,CL,False
241,003302,Teo Khar Bee Agency,2,True,False,Paynow,0.0,CAS,TF,False
241,003302,Teo Khar Bee Agency,2,True,False,Paynow [+trans fee],0.0,CAS,CL,False
241,003302,Teo Khar Bee Agency,2,True,False,PaynowQR,0.0,CAS,TF,False
241,003302,Teo Khar Bee Agency,2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
242,003303,Tan Wee Fong Trading,2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
