LOCID,LOCDISPLAYID,LOCNAME,LOCTYPE,ISIBG,ISGST,PRODUCTNAME,AMOUNT,FLAG,TYPE,ISHQ
175,005804,Giant Beauty World,2,True,False,Funding and Recovery,0.0,REC,CH,False
175,005804,Giant Beauty World,2,True,False,Online Adjustment,-0.0,FUN,CH,False
175,005804,Giant Beauty World,2,True,False,Online Adjustment,0.0,REC,CH,False
176,004006,Giant Paya Lebar Square,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
176,004006,Giant Paya Lebar Square,2,True,False,Funding and Recovery,0.0,REC,CH,False
176,004006,Giant Paya Lebar Square,2,True,False,Online Adjustment,-0.0,FUN,CH,False
176,004006,Giant Paya Lebar Square,2,True,False,Online Adjustment,0.0,REC,CH,False
177,004007,Giant Tanjong Katong Complex,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
177,004007,Giant Tanjong Katong Complex,2,True,False,Funding and Recovery,0.0,REC,CH,False
177,004007,Giant Tanjong Katong Complex,2,True,False,Online Adjustment,-0.0,FUN,CH,False
177,004007,Giant Tanjong Katong Complex,2,True,False,Online Adjustment,0.0,REC,CH,False
178,004404,Giant Parkway Parade,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
178,004404,Giant Parkway Parade,2,True,False,Funding and Recovery,0.0,REC,CH,False
178,004404,Giant Parkway Parade,2,True,False,Online Adjustment,-0.0,FUN,CH,False
178,004404,Giant Parkway Parade,2,True,False,Online Adjustment,0.0,REC,CH,False
179,005313,Giant Buangkok Crescent,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
179,005313,Giant Buangkok Crescent,2,True,False,Funding and Recovery,0.0,REC,CH,False
179,005313,Giant Buangkok Crescent,2,True,False,Online Adjustment,-0.0,FUN,CH,False
179,005313,Giant Buangkok Crescent,2,True,False,Online Adjustment,0.0,REC,CH,False
180,005405,Giant Compassvale Bow,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
180,005405,Giant Compassvale Bow,2,True,False,Funding and Recovery,0.0,REC,CH,False
180,005405,Giant Compassvale Bow,2,True,False,Online Adjustment,-0.0,FUN,CH,False
180,005405,Giant Compassvale Bow,2,True,False,Online Adjustment,0.0,REC,CH,False
181,006407,Giant Pioneer Mall,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
181,006407,Giant Pioneer Mall,2,True,False,Funding and Recovery,0.0,REC,CH,False
181,006407,Giant Pioneer Mall,2,True,False,Online Adjustment,-0.0,FUN,CH,False
181,006407,Giant Pioneer Mall,2,True,False,Online Adjustment,0.0,REC,CH,False
182,006702,Giant Greenridge,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
182,006702,Giant Greenridge,2,True,False,Funding and Recovery,0.0,REC,CH,False
182,006702,Giant Greenridge,2,True,False,Online Adjustment,-0.0,FUN,CH,False
182,006702,Giant Greenridge,2,True,False,Online Adjustment,0.0,REC,CH,False
183,006807,Giant Sunshine Place,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
183,006807,Giant Sunshine Place,2,True,False,Funding and Recovery,0.0,REC,CH,False
183,006807,Giant Sunshine Place,2,True,False,Online Adjustment,-0.0,FUN,CH,False
183,006807,Giant Sunshine Place,2,True,False,Online Adjustment,0.0,REC,CH,False
184,007503,Giant Sembawang Shopping Centre,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
184,007503,Giant Sembawang Shopping Centre,2,True,False,Funding and Recovery,0.0,REC,CH,False
184,007503,Giant Sembawang Shopping Centre,2,True,False,Online Adjustment,-0.0,FUN,CH,False
184,007503,Giant Sembawang Shopping Centre,2,True,False,Online Adjustment,0.0,REC,CH,False
185,008204,Giant Edgefield,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
185,008204,Giant Edgefield,2,True,False,Funding and Recovery,0.0,REC,CH,False
185,008204,Giant Edgefield,2,True,False,Online Adjustment,-0.0,FUN,CH,False
185,008204,Giant Edgefield,2,True,False,Online Adjustment,0.0,REC,CH,False
186,002706,7-Eleven Store 6th Ave,2,True,True,Funding and Recovery,-0.0,FUN,CH,False
186,002706,7-Eleven Store 6th Ave,2,True,True,Funding and Recovery,0.0,REC,CH,False
186,002706,7-Eleven Store 6th Ave,2,True,True,Online Adjustment,-0.0,FUN,CH,False
186,002706,7-Eleven Store 6th Ave,2,True,True,Online Adjustment,0.0,REC,CH,False
187,004612,7-Eleven Store Bedok North,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
187,004612,7-Eleven Store Bedok North,2,True,False,Funding and Recovery,0.0,REC,CH,False
187,004612,7-Eleven Store Bedok North,2,True,False,Online Adjustment,-0.0,FUN,CH,False
187,004612,7-Eleven Store Bedok North,2,True,False,Online Adjustment,0.0,REC,CH,False
188,006505,7-Eleven Store Bukit Batok West,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
188,006505,7-Eleven Store Bukit Batok West,2,True,False,Funding and Recovery,0.0,REC,CH,False
188,006505,7-Eleven Store Bukit Batok West,2,True,False,Online Adjustment,-0.0,FUN,CH,False
188,006505,7-Eleven Store Bukit Batok West,2,True,False,Online Adjustment,0.0,REC,CH,False
189,004101,7-Eleven Store Changi Road,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
189,004101,7-Eleven Store Changi Road,2,True,False,Funding and Recovery,0.0,REC,CH,False
189,004101,7-Eleven Store Changi Road,2,True,False,Online Adjustment,-0.0,FUN,CH,False
189,004101,7-Eleven Store Changi Road,2,True,False,Online Adjustment,0.0,REC,CH,False
190,006808,7-Eleven Store Choa Chu Kang Drive,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
190,006808,7-Eleven Store Choa Chu Kang Drive,2,True,False,Funding and Recovery,0.0,REC,CH,False
190,006808,7-Eleven Store Choa Chu Kang Drive,2,True,False,Online Adjustment,-0.0,FUN,CH,False
190,006808,7-Eleven Store Choa Chu Kang Drive,2,True,False,Online Adjustment,0.0,REC,CH,False
191,000407,7-Eleven Store Circular Rd,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
191,000407,7-Eleven Store Circular Rd,2,True,False,Funding and Recovery,0.0,REC,CH,False
191,000407,7-Eleven Store Circular Rd,2,True,False,Online Adjustment,-0.0,FUN,CH,False
191,000407,7-Eleven Store Circular Rd,2,True,False,Online Adjustment,0.0,REC,CH,False
192,001216,7-Eleven Store Clementi Street 11,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
192,001216,7-Eleven Store Clementi Street 11,2,True,False,Funding and Recovery,0.0,REC,CH,False
192,001216,7-Eleven Store Clementi Street 11,2,True,False,Online Adjustment,-0.0,FUN,CH,False
192,001216,7-Eleven Store Clementi Street 11,2,True,False,Online Adjustment,0.0,REC,CH,False
193,000604,7-Eleven Store Erskine Rd,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
193,000604,7-Eleven Store Erskine Rd,2,True,False,Funding and Recovery,0.0,REC,CH,False
193,000604,7-Eleven Store Erskine Rd,2,True,False,Online Adjustment,-0.0,FUN,CH,False
193,000604,7-Eleven Store Erskine Rd,2,True,False,Online Adjustment,0.0,REC,CH,False
194,004002,7-Eleven Store Eunos Crescent,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
194,004002,7-Eleven Store Eunos Crescent,2,True,False,Funding and Recovery,0.0,REC,CH,False
194,004002,7-Eleven Store Eunos Crescent,2,True,False,Online Adjustment,-0.0,FUN,CH,False
194,004002,7-Eleven Store Eunos Crescent,2,True,False,Online Adjustment,0.0,REC,CH,False
195,002016,7-Eleven Store Foch Road,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
195,002016,7-Eleven Store Foch Road,2,True,False,Funding and Recovery,0.0,REC,CH,False
195,002016,7-Eleven Store Foch Road,2,True,False,Online Adjustment,-0.0,FUN,CH,False
195,002016,7-Eleven Store Foch Road,2,True,False,Online Adjustment,0.0,REC,CH,False
196,005704,7-Eleven Store Jalan Leban,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
196,005704,7-Eleven Store Jalan Leban,2,True,False,Funding and Recovery,0.0,REC,CH,False
196,005704,7-Eleven Store Jalan Leban,2,True,False,Online Adjustment,-0.0,FUN,CH,False
196,005704,7-Eleven Store Jalan Leban,2,True,False,Online Adjustment,0.0,REC,CH,False
197,001618,7-Eleven Store Kim Tian,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
197,001618,7-Eleven Store Kim Tian,2,True,False,Funding and Recovery,0.0,REC,CH,False
197,001618,7-Eleven Store Kim Tian,2,True,False,Online Adjustment,-0.0,FUN,CH,False
197,001618,7-Eleven Store Kim Tian,2,True,False,Online Adjustment,0.0,REC,CH,False
198,000605,7-Eleven Store McCallum Street,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
198,000605,7-Eleven Store McCallum Street,2,True,False,Funding and Recovery,0.0,REC,CH,False
198,000605,7-Eleven Store McCallum Street,2,True,False,Online Adjustment,-0.0,FUN,CH,False
198,000605,7-Eleven Store McCallum Street,2,True,False,Online Adjustment,0.0,REC,CH,False
199,002106,7-Eleven Store Owen Road,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
199,002106,7-Eleven Store Owen Road,2,True,False,Funding and Recovery,0.0,REC,CH,False
199,002106,7-Eleven Store Owen Road,2,True,False,Online Adjustment,-0.0,FUN,CH,False
199,002106,7-Eleven Store Owen Road,2,True,False,Online Adjustment,0.0,REC,CH,False
200,002312,7-Eleven Store Plaza Singapura,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
200,002312,7-Eleven Store Plaza Singapura,2,True,False,Funding and Recovery,0.0,REC,CH,False
200,002312,7-Eleven Store Plaza Singapura,2,True,False,Online Adjustment,-0.0,FUN,CH,False
200,002312,7-Eleven Store Plaza Singapura,2,True,False,Online Adjustment,0.0,REC,CH,False
201,005703,7-Eleven Store Sin Ming,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
201,005703,7-Eleven Store Sin Ming,2,True,False,Funding and Recovery,0.0,REC,CH,False
201,005703,7-Eleven Store Sin Ming,2,True,False,Online Adjustment,-0.0,FUN,CH,False
201,005703,7-Eleven Store Sin Ming,2,True,False,Online Adjustment,0.0,REC,CH,False
202,003403,7-Eleven Tai Thong Crescent,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
202,003403,7-Eleven Tai Thong Crescent,2,True,False,Funding and Recovery,0.0,REC,CH,False
202,003403,7-Eleven Tai Thong Crescent,2,True,False,Online Adjustment,-0.0,FUN,CH,False
202,003403,7-Eleven Tai Thong Crescent,2,True,False,Online Adjustment,0.0,REC,CH,False
203,007801,7-Eleven Store Upper Thomson,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
203,007801,7-Eleven Store Upper Thomson,2,True,False,Funding and Recovery,0.0,REC,CH,False
203,007801,7-Eleven Store Upper Thomson,2,True,False,Online Adjustment,-0.0,FUN,CH,False
203,007801,7-Eleven Store Upper Thomson,2,True,False,Online Adjustment,0.0,REC,CH,False
204,007601,7-Eleven Store Yishun Ave 5,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
204,007601,7-Eleven Store Yishun Ave 5,2,True,False,Funding and Recovery,0.0,REC,CH,False
204,007601,7-Eleven Store Yishun Ave 5,2,True,False,Online Adjustment,-0.0,FUN,CH,False
204,007601,7-Eleven Store Yishun Ave 5,2,True,False,Online Adjustment,0.0,REC,CH,False
205,004610,Prime Chai Chee,2,False,False,Funding and Recovery,-0.0,FUN,CH,False
205,004610,Prime Chai Chee,2,False,False,Funding and Recovery,0.0,REC,CH,False
205,004610,Prime Chai Chee,2,False,False,Online Adjustment,-0.0,FUN,CH,False
205,004610,Prime Chai Chee,2,False,False,Online Adjustment,0.0,REC,CH,False
206,005403,Prime Compassvale Street,2,False,False,Funding and Recovery,-0.0,FUN,CH,False
206,005403,Prime Compassvale Street,2,False,False,Funding and Recovery,0.0,REC,CH,False
206,005403,Prime Compassvale Street,2,False,False,Online Adjustment,-0.0,FUN,CH,False
206,005403,Prime Compassvale Street,2,False,False,Online Adjustment,0.0,REC,CH,False
207,005314,Prime Hougang,2,False,False,Funding and Recovery,-0.0,FUN,CH,False
207,005314,Prime Hougang,2,False,False,Funding and Recovery,0.0,REC,CH,False
207,005314,Prime Hougang,2,False,False,Online Adjustment,-0.0,FUN,CH,False
207,005314,Prime Hougang,2,False,False,Online Adjustment,0.0,REC,CH,False
208,006809,Prime Keat Hong Shopping Centre,2,False,False,Funding and Recovery,-0.0,FUN,CH,False
208,006809,Prime Keat Hong Shopping Centre,2,False,False,Funding and Recovery,0.0,REC,CH,False
208,006809,Prime Keat Hong Shopping Centre,2,False,False,Online Adjustment,-0.0,FUN,CH,False
208,006809,Prime Keat Hong Shopping Centre,2,False,False,Online Adjustment,0.0,REC,CH,False
209,005217,Prime Mahota Century Square,2,False,False,Funding and Recovery,-0.0,FUN,CH,False
209,005217,Prime Mahota Century Square,2,False,False,Funding and Recovery,0.0,REC,CH,False
209,005217,Prime Mahota Century Square,2,False,False,Online Adjustment,-0.0,FUN,CH,False
209,005217,Prime Mahota Century Square,2,False,False,Online Adjustment,0.0,REC,CH,False
210,008201,Prime Punggol Field,2,False,False,Funding and Recovery,-0.0,FUN,CH,False
210,008201,Prime Punggol Field,2,False,False,Funding and Recovery,0.0,REC,CH,False
210,008201,Prime Punggol Field,2,False,False,Online Adjustment,-0.0,FUN,CH,False
210,008201,Prime Punggol Field,2,False,False,Online Adjustment,0.0,REC,CH,False
211,005509,Prime Serangoon North,2,False,False,Funding and Recovery,-0.0,FUN,CH,False
211,005509,Prime Serangoon North,2,False,False,Funding and Recovery,0.0,REC,CH,False
211,005509,Prime Serangoon North,2,False,False,Online Adjustment,-0.0,FUN,CH,False
211,005509,Prime Serangoon North,2,False,False,Online Adjustment,0.0,REC,CH,False
212,007310,Prime Woodlands,2,False,False,Funding and Recovery,-0.0,FUN,CH,False
212,007310,Prime Woodlands,2,False,False,Funding and Recovery,0.0,REC,CH,False
212,007310,Prime Woodlands,2,False,False,Online Adjustment,-0.0,FUN,CH,False
212,007310,Prime Woodlands,2,False,False,Online Adjustment,0.0,REC,CH,False
214,008205,Li Li Cheng Punggol,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
214,008205,Li Li Cheng Punggol,2,True,False,Funding and Recovery,0.0,REC,CH,False
214,008205,Li Li Cheng Punggol,2,True,False,Online Adjustment,-0.0,FUN,CH,False
214,008205,Li Li Cheng Punggol,2,True,False,Online Adjustment,0.0,REC,CH,False
215,008206,U Stars Supermarket Sumang Walk,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
215,008206,U Stars Supermarket Sumang Walk,2,True,False,Funding and Recovery,0.0,REC,CH,False
215,008206,U Stars Supermarket Sumang Walk,2,True,False,Online Adjustment,-0.0,FUN,CH,False
215,008206,U Stars Supermarket Sumang Walk,2,True,False,Online Adjustment,0.0,REC,CH,False
216,000404,Tay Sui Lan Agency,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
216,000404,Tay Sui Lan Agency,2,True,False,Funding and Recovery,0.0,REC,CH,False
216,000404,Tay Sui Lan Agency,2,True,False,Online Adjustment,-0.0,FUN,CH,False
216,000404,Tay Sui Lan Agency,2,True,False,Online Adjustment,0.0,REC,CH,False
217,000406,Pinthely Floral Centre,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
217,000406,Pinthely Floral Centre,2,True,False,Funding and Recovery,0.0,REC,CH,False
217,000406,Pinthely Floral Centre,2,True,False,Online Adjustment,-0.0,FUN,CH,False
217,000406,Pinthely Floral Centre,2,True,False,Online Adjustment,0.0,REC,CH,False
218,000516,Vitatron & Medical Company,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
218,000516,Vitatron & Medical Company,2,True,False,Funding and Recovery,0.0,REC,CH,False
218,000516,Vitatron & Medical Company,2,True,False,Online Adjustment,-0.0,FUN,CH,False
218,000516,Vitatron & Medical Company,2,True,False,Online Adjustment,0.0,REC,CH,False
219,000517,Overseas Emporium (Pte) Ltd,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
219,000517,Overseas Emporium (Pte) Ltd,2,True,False,Funding and Recovery,0.0,REC,CH,False
219,000517,Overseas Emporium (Pte) Ltd,2,True,False,Online Adjustment,-0.0,FUN,CH,False
219,000517,Overseas Emporium (Pte) Ltd,2,True,False,Online Adjustment,0.0,REC,CH,False
220,000905,Lucky Hill,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
220,000905,Lucky Hill,2,True,False,Funding and Recovery,0.0,REC,CH,False
220,000905,Lucky Hill,2,True,False,Online Adjustment,-0.0,FUN,CH,False
220,000905,Lucky Hill,2,True,False,Online Adjustment,0.0,REC,CH,False
221,001303,Chuan Hao Departmental Store,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
221,001303,Chuan Hao Departmental Store,2,True,False,Funding and Recovery,0.0,REC,CH,False
221,001303,Chuan Hao Departmental Store,2,True,False,Online Adjustment,-0.0,FUN,CH,False
221,001303,Chuan Hao Departmental Store,2,True,False,Online Adjustment,0.0,REC,CH,False
222,001415,Chua Yan Kee,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
222,001415,Chua Yan Kee,2,True,False,Funding and Recovery,0.0,REC,CH,False
222,001415,Chua Yan Kee,2,True,False,Online Adjustment,-0.0,FUN,CH,False
222,001415,Chua Yan Kee,2,True,False,Online Adjustment,0.0,REC,CH,False
224,001513,Seah Koon Huat,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
224,001513,Seah Koon Huat,2,True,False,Funding and Recovery,0.0,REC,CH,False
224,001513,Seah Koon Huat,2,True,False,Online Adjustment,-0.0,FUN,CH,False
224,001513,Seah Koon Huat,2,True,False,Online Adjustment,0.0,REC,CH,False
225,001514,Lee Ah Lan Trading,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
225,001514,Lee Ah Lan Trading,2,True,False,Funding and Recovery,0.0,REC,CH,False
225,001514,Lee Ah Lan Trading,2,True,False,Online Adjustment,-0.0,FUN,CH,False
225,001514,Lee Ah Lan Trading,2,True,False,Online Adjustment,0.0,REC,CH,False
226,001612,Ong Eng Siang Trading,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
226,001612,Ong Eng Siang Trading,2,True,False,Funding and Recovery,0.0,REC,CH,False
226,001612,Ong Eng Siang Trading,2,True,False,Online Adjustment,-0.0,FUN,CH,False
226,001612,Ong Eng Siang Trading,2,True,False,Online Adjustment,0.0,REC,CH,False
227,001613,Papillon Florist Pte Ltd,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
227,001613,Papillon Florist Pte Ltd,2,True,False,Funding and Recovery,0.0,REC,CH,False
227,001613,Papillon Florist Pte Ltd,2,True,False,Online Adjustment,-0.0,FUN,CH,False
227,001613,Papillon Florist Pte Ltd,2,True,False,Online Adjustment,0.0,REC,CH,False
228,001620,Seah Koon Huat Boon Tiong Road,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
228,001620,Seah Koon Huat Boon Tiong Road,2,True,False,Funding and Recovery,0.0,REC,CH,False
228,001620,Seah Koon Huat Boon Tiong Road,2,True,False,Online Adjustment,-0.0,FUN,CH,False
228,001620,Seah Koon Huat Boon Tiong Road,2,True,False,Online Adjustment,0.0,REC,CH,False
229,001703,Precise Optics,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
229,001703,Precise Optics,2,True,False,Funding and Recovery,0.0,REC,CH,False
229,001703,Precise Optics,2,True,False,Online Adjustment,-0.0,FUN,CH,False
229,001703,Precise Optics,2,True,False,Online Adjustment,0.0,REC,CH,False
230,001810,Wong Teck Chow Enterprise (Pte) Ltd,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
230,001810,Wong Teck Chow Enterprise (Pte) Ltd,2,True,False,Funding and Recovery,0.0,REC,CH,False
230,001810,Wong Teck Chow Enterprise (Pte) Ltd,2,True,False,Online Adjustment,-0.0,FUN,CH,False
230,001810,Wong Teck Chow Enterprise (Pte) Ltd,2,True,False,Online Adjustment,0.0,REC,CH,False
231,001811,Delisia Agency Pte Ltd,2,False,False,Funding and Recovery,-0.0,FUN,CH,False
231,001811,Delisia Agency Pte Ltd,2,False,False,Funding and Recovery,0.0,REC,CH,False
231,001811,Delisia Agency Pte Ltd,2,False,False,Online Adjustment,-0.0,FUN,CH,False
231,001811,Delisia Agency Pte Ltd,2,False,False,Online Adjustment,0.0,REC,CH,False
232,001912,Kwek Lee Eng Agency,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
232,001912,Kwek Lee Eng Agency,2,True,False,Funding and Recovery,0.0,REC,CH,False
232,001912,Kwek Lee Eng Agency,2,True,False,Online Adjustment,-0.0,FUN,CH,False
232,001912,Kwek Lee Eng Agency,2,True,False,Online Adjustment,0.0,REC,CH,False
233,002012,Hin Teck Leong Trading Company,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
233,002012,Hin Teck Leong Trading Company,2,True,False,Funding and Recovery,0.0,REC,CH,False
233,002012,Hin Teck Leong Trading Company,2,True,False,Online Adjustment,-0.0,FUN,CH,False
233,002012,Hin Teck Leong Trading Company,2,True,False,Online Adjustment,0.0,REC,CH,False
234,002105,Rangoon Provision Shop,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
234,002105,Rangoon Provision Shop,2,True,False,Funding and Recovery,0.0,REC,CH,False
234,002105,Rangoon Provision Shop,2,True,False,Online Adjustment,-0.0,FUN,CH,False
234,002105,Rangoon Provision Shop,2,True,False,Online Adjustment,0.0,REC,CH,False
235,002309,Uni-Foto Pte Ltd,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
235,002309,Uni-Foto Pte Ltd,2,True,False,Funding and Recovery,0.0,REC,CH,False
235,002309,Uni-Foto Pte Ltd,2,True,False,Online Adjustment,-0.0,FUN,CH,False
235,002309,Uni-Foto Pte Ltd,2,True,False,Online Adjustment,0.0,REC,CH,False
236,002401,Tay Ah Tho Trading,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
236,002401,Tay Ah Tho Trading,2,True,False,Funding and Recovery,0.0,REC,CH,False
236,002401,Tay Ah Tho Trading,2,True,False,Online Adjustment,-0.0,FUN,CH,False
236,002401,Tay Ah Tho Trading,2,True,False,Online Adjustment,0.0,REC,CH,False
238,003104,A P Mini Mart,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
238,003104,A P Mini Mart,2,True,False,Funding and Recovery,0.0,REC,CH,False
238,003104,A P Mini Mart,2,True,False,Online Adjustment,-0.0,FUN,CH,False
238,003104,A P Mini Mart,2,True,False,Online Adjustment,0.0,REC,CH,False
239,003105,Evercool Engineering,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
239,003105,Evercool Engineering,2,True,False,Funding and Recovery,0.0,REC,CH,False
239,003105,Evercool Engineering,2,True,False,Online Adjustment,-0.0,FUN,CH,False
239,003105,Evercool Engineering,2,True,False,Online Adjustment,0.0,REC,CH,False
240,003205,Hin Teck Leong Trading Company - Whampoa,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
240,003205,Hin Teck Leong Trading Company - Whampoa,2,True,False,Funding and Recovery,0.0,REC,CH,False
240,003205,Hin Teck Leong Trading Company - Whampoa,2,True,False,Online Adjustment,-0.0,FUN,CH,False
240,003205,Hin Teck Leong Trading Company - Whampoa,2,True,False,Online Adjustment,0.0,REC,CH,False
241,003302,Teo Khar Bee Agency,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
241,003302,Teo Khar Bee Agency,2,True,False,Funding and Recovery,0.0,REC,CH,False
241,003302,Teo Khar Bee Agency,2,True,False,Online Adjustment,-0.0,FUN,CH,False
241,003302,Teo Khar Bee Agency,2,True,False,Online Adjustment,0.0,REC,CH,False
242,003303,Tan Wee Fong Trading,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
242,003303,Tan Wee Fong Trading,2,True,False,Funding and Recovery,0.0,REC,CH,False
242,003303,Tan Wee Fong Trading,2,True,False,Online Adjustment,-0.0,FUN,CH,False
242,003303,Tan Wee Fong Trading,2,True,False,Online Adjustment,0.0,REC,CH,False
243,003501,B.H. Mini Mart,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
243,003501,B.H. Mini Mart,2,True,False,Funding and Recovery,0.0,REC,CH,False
243,003501,B.H. Mini Mart,2,True,False,Online Adjustment,-0.0,FUN,CH,False
243,003501,B.H. Mini Mart,2,True,False,Online Adjustment,0.0,REC,CH,False
244,003801,Lim Heng Ee,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
244,003801,Lim Heng Ee,2,True,False,Funding and Recovery,0.0,REC,CH,False
244,003801,Lim Heng Ee,2,True,False,Online Adjustment,-0.0,FUN,CH,False
244,003801,Lim Heng Ee,2,True,False,Online Adjustment,0.0,REC,CH,False
245,003802,Wanrise,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
245,003802,Wanrise,2,True,False,Funding and Recovery,0.0,REC,CH,False
245,003802,Wanrise,2,True,False,Online Adjustment,-0.0,FUN,CH,False
245,003802,Wanrise,2,True,False,Online Adjustment,0.0,REC,CH,False
246,003803,Li Thoe Trading,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
246,003803,Li Thoe Trading,2,True,False,Funding and Recovery,0.0,REC,CH,False
246,003803,Li Thoe Trading,2,True,False,Online Adjustment,-0.0,FUN,CH,False
246,003803,Li Thoe Trading,2,True,False,Online Adjustment,0.0,REC,CH,False
247,003805,Lee Wah TV & Electric Co,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
247,003805,Lee Wah TV & Electric Co,2,True,False,Funding and Recovery,0.0,REC,CH,False
247,003805,Lee Wah TV & Electric Co,2,True,False,Online Adjustment,-0.0,FUN,CH,False
247,003805,Lee Wah TV & Electric Co,2,True,False,Online Adjustment,0.0,REC,CH,False
248,004202,Hock Soon Ann,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
248,004202,Hock Soon Ann,2,True,False,Funding and Recovery,0.0,REC,CH,False
248,004202,Hock Soon Ann,2,True,False,Online Adjustment,-0.0,FUN,CH,False
248,004202,Hock Soon Ann,2,True,False,Online Adjustment,0.0,REC,CH,False
249,004401,Tan Boon Tin Agency,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
249,004401,Tan Boon Tin Agency,2,True,False,Funding and Recovery,0.0,REC,CH,False
249,004401,Tan Boon Tin Agency,2,True,False,Online Adjustment,-0.0,FUN,CH,False
249,004401,Tan Boon Tin Agency,2,True,False,Online Adjustment,0.0,REC,CH,False
250,004501,Cheng Chew Wah Agency,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
250,004501,Cheng Chew Wah Agency,2,True,False,Funding and Recovery,0.0,REC,CH,False
250,004501,Cheng Chew Wah Agency,2,True,False,Online Adjustment,-0.0,FUN,CH,False
250,004501,Cheng Chew Wah Agency,2,True,False,Online Adjustment,0.0,REC,CH,False
253,004701,Xie Sheng Departmental Svc Company,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
253,004701,Xie Sheng Departmental Svc Company,2,True,False,Funding and Recovery,0.0,REC,CH,False
253,004701,Xie Sheng Departmental Svc Company,2,True,False,Online Adjustment,-0.0,FUN,CH,False
253,004701,Xie Sheng Departmental Svc Company,2,True,False,Online Adjustment,0.0,REC,CH,False
254,004702,Nels Store,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
254,004702,Nels Store,2,True,False,Funding and Recovery,0.0,REC,CH,False
254,004702,Nels Store,2,True,False,Online Adjustment,-0.0,FUN,CH,False
254,004702,Nels Store,2,True,False,Online Adjustment,0.0,REC,CH,False
255,004703,AP Minimart Bedok Reservoir,2,True,False,Funding and Recovery,-0.0,FUN,CH,False
255,004703,AP Minimart Bedok Reservoir,2,True,False,Funding and Recovery,0.0,REC,CH,False
255,004703,AP Minimart Bedok Reservoir,2,True,False,Online Adjustment,-0.0,FUN,CH,False
255,004703,AP Minimart Bedok Reservoir,2,True,False,Online Adjustment,0.0,REC,CH,False
